pdb_id,title,journal,authors,doi,pmid,got_paper
7NX8,Antibody evasion by the P.1 strain of SARS-CoV-2.,Cell,"['Dejnirattisai, W.', 'Zhou, D.', 'Supasa, P.', 'Liu, C.', 'Mentzer, A.J.', 'Ginn, H.M.', 'Zhao, Y.', 'Duyvesteyn, H.M.E.', 'Tuekprakhon, A.', 'Nutalai, R.', 'Wang, B.', 'Lopez-Camacho, C.', 'Slon-Campos, J.', 'Walter, T.S.', 'Skelly, D.', 'Costa Clemens, S.A.', 'Naveca, F.G.', 'Nascimento, V.', 'Nascimento, F.', 'Fernandes da Costa, C.', 'Resende, P.C.', 'Pauvolid-Correa, A.', 'Siqueira, M.M.', 'Dold, C.', 'Levin, R.', 'Dong, T.', 'Pollard, A.J.', 'Knight, J.C.', 'Crook, D.', 'Lambe, T.', 'Clutterbuck, E.', 'Bibi, S.', 'Flaxman, A.', 'Bittaye, M.', 'Belij-Rammerstorfer, S.', 'Gilbert, S.C.', 'Carroll, M.W.', 'Klenerman, P.', 'Barnes, E.', 'Dunachie, S.J.', 'Paterson, N.G.', 'Williams, M.A.', 'Hall, D.R.', 'Hulswit, R.J.G.', 'Bowden, T.A.', 'Fry, E.E.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.cell.2021.03.055,33852911.0,True
2DD8,Structure of Severe Acute Respiratory Syndrome Coronavirus Receptor-binding Domain Complexed with Neutralizing Antibody,J.Biol.Chem.,"['Prabakaran, P.', 'Gan, J.', 'Feng, Y.', 'Zhu, Z.', 'Choudhry, V.', 'Xiao, X.', 'Ji, X.', 'Dimitrov, D.S.']",10.1074/jbc.M600697200,16597622.0,True
2GHW,"Structural basis of neutralization by a human anti-severe acute respiratory syndrome spike protein antibody, 80R.",J.Biol.Chem.,"['Hwang, W.C.', 'Lin, Y.', 'Santelli, E.', 'Sui, J.', 'Jaroszewski, L.', 'Stec, B.', 'Farzan, M.', 'Marasco, W.A.', 'Liddington, R.C.']",10.1074/jbc.M603275200,16954221.0,True
3BGF,Structural insights into immune recognition of the severe acute respiratory syndrome coronavirus S protein receptor binding domain.,J.Mol.Biol.,"['Pak, J.E.', 'Sharon, C.', 'Satkunarajah, M.', 'Auperin, T.C.', 'Cameron, C.M.', 'Kelvin, D.J.', 'Seetharaman, J.', 'Cochrane, A.', 'Plummer, F.A.', 'Berry, J.D.', 'Rini, J.M.']",10.1016/j.jmb.2009.03.042,19324051.0,True
6WAQ,Structural Basis for Potent Neutralization of Betacoronaviruses by Single-Domain Camelid Antibodies.,Cell,"['Wrapp, D.', 'De Vlieger, D.', 'Corbett, K.S.', 'Torres, G.M.', 'Wang, N.', 'Van Breedam, W.', 'Roose, K.', 'van Schie, L.', 'Hoffmann, M.', 'Pohlmann, S.', 'Graham, B.S.', 'Callewaert, N.', 'Schepens, B.', 'Saelens, X.', 'McLellan, J.S.']",10.1016/j.cell.2020.04.031,32375025.0,True
7BNV,Cross-Reactive SARS-CoV-2 Neutralizing Antibodies From Deep Mining of Early Patient Responses.,Front Immunol,"['Bullen, G.', 'Galson, J.D.', 'Hall, G.', 'Villar, P.', 'Moreels, L.', 'Ledsgaard, L.', 'Mattiuzzo, G.', 'Bentley, E.M.', 'Masters, E.W.', 'Tang, D.', 'Millett, S.', 'Tongue, D.', 'Brown, R.', 'Diamantopoulos, I.', 'Parthiban, K.', 'Tebbutt, C.', 'Leah, R.', 'Chaitanya, K.', 'Ergueta-Carballo, S.', 'Pazeraitis, D.', 'Surade, S.B.', 'Ashiru, O.', 'Crippa, L.', 'Cowan, R.', 'Bowler, M.W.', 'Campbell, J.I.', 'Lee, W.J.', 'Carr, M.D.', 'Matthews, D.', 'Pfeffer, P.', 'Hufton, S.E.', 'Sawmynaden, K.', 'Osbourn, J.', 'McCafferty, J.', 'Karatt-Vellatt, A.']",10.3389/fimmu.2021.678570,34211469.0,True
7C8V,A synthetic nanobody targeting RBD protects hamsters from SARS-CoV-2 infection.,Nat Commun,"['Li, T.', 'Cai, H.', 'Yao, H.', 'Zhou, B.', 'Zhang, N.', 'van Vlissingen, M.F.', 'Kuiken, T.', 'Han, W.', 'GeurtsvanKessel, C.H.', 'Gong, Y.', 'Zhao, Y.', 'Shen, Q.', 'Qin, W.', 'Tian, X.X.', 'Peng, C.', 'Lai, Y.', 'Wang, Y.', 'Hutter, C.A.J.', 'Kuo, S.M.', 'Bao, J.', 'Liu, C.', 'Wang, Y.', 'Richard, A.S.', 'Raoul, H.', 'Lan, J.', 'Seeger, M.A.', 'Cong, Y.', 'Rockx, B.', 'Wong, G.', 'Bi, Y.', 'Lavillette, D.', 'Li, D.']",10.1038/s41467-021-24905-z,34330908.0,True
7D2Z,A high-affinity RBD-targeting nanobody improves fusion partner's potency against SARS-CoV-2.,Plos Pathog.,"['Yao, H.', 'Cai, H.', 'Li, T.', 'Zhou, B.', 'Qin, W.', 'Lavillette, D.', 'Li, D.']",10.1371/journal.ppat.1009328,33657135.0,True
7DET,Structural basis for SARS-CoV-2 neutralizing antibodies with novel binding epitopes.,Plos Biol.,"['Fu, D.', 'Zhang, G.', 'Wang, Y.', 'Zhang, Z.', 'Hu, H.', 'Shen, S.', 'Wu, J.', 'Li, B.', 'Li, X.', 'Fang, Y.', 'Liu, J.', 'Wang, Q.', 'Zhou, Y.', 'Wang, W.', 'Li, Y.', 'Lu, Z.', 'Wang, X.', 'Nie, C.', 'Tian, Y.', 'Chen, D.', 'Wang, Y.', 'Zhou, X.', 'Wang, Q.', 'Yu, F.', 'Zhang, C.', 'Deng, C.', 'Zhou, L.', 'Guan, G.', 'Shao, N.', 'Lou, Z.', 'Deng, F.', 'Zhang, H.', 'Chen, X.', 'Wang, M.', 'Liu, L.', 'Rao, Z.', 'Guo, Y.']",10.1371/journal.pbio.3001209,33961621.0,True
7DEU,Structural basis for SARS-CoV-2 neutralizing antibodies with novel binding epitopes.,Plos Biol.,"['Fu, D.', 'Zhang, G.', 'Wang, Y.', 'Zhang, Z.', 'Hu, H.', 'Shen, S.', 'Wu, J.', 'Li, B.', 'Li, X.', 'Fang, Y.', 'Liu, J.', 'Wang, Q.', 'Zhou, Y.', 'Wang, W.', 'Li, Y.', 'Lu, Z.', 'Wang, X.', 'Nie, C.', 'Tian, Y.', 'Chen, D.', 'Wang, Y.', 'Zhou, X.', 'Wang, Q.', 'Yu, F.', 'Zhang, C.', 'Deng, C.', 'Zhou, L.', 'Guan, G.', 'Shao, N.', 'Lou, Z.', 'Deng, F.', 'Zhang, H.', 'Chen, X.', 'Wang, M.', 'Liu, L.', 'Rao, Z.', 'Guo, Y.']",10.1371/journal.pbio.3001209,33961621.0,True
7E5R,Structure-based development of three- and four-antibody cocktails against SARS-CoV-2 via multiple mechanisms.,Cell Res.,"['Sun, Y.', 'Wang, L.', 'Feng, R.', 'Wang, N.', 'Wang, Y.', 'Zhu, D.', 'Xing, X.', 'Yang, P.', 'Zhang, Y.', 'Li, W.', 'Wang, X.']",10.1038/s41422-021-00497-7,33782529.0,True
7E8M,Crystal structure of SARS-CoV-2 antibody P2C-1F11 with mutated RBD,To be published,"['Wang, X.Q.', 'Zhang, L.Q.', 'Ge, J.W.', 'Wang, R.K.', 'Lan, J.']",,,
7JMO,An Alternative Binding Mode of IGHV3-53 Antibodies to the SARS-CoV-2 Receptor Binding Domain.,Cell Rep,"['Wu, N.C.', 'Yuan, M.', 'Liu, H.', 'Lee, C.D.', 'Zhu, X.', 'Bangaru, S.', 'Torres, J.L.', 'Caniels, T.G.', 'Brouwer, P.J.M.', 'van Gils, M.J.', 'Sanders, R.W.', 'Ward, A.B.', 'Wilson, I.A.']",10.1016/j.celrep.2020.108274,33027617.0,True
7JVB,Versatile and multivalent nanobodies efficiently neutralize SARS-CoV-2.,Science,"['Xiang, Y.', 'Nambulli, S.', 'Xiao, Z.', 'Liu, H.', 'Sang, Z.', 'Duprex, W.P.', 'Schneidman-Duhovny, D.', 'Zhang, C.', 'Shi, Y.']",10.1126/science.abe4747,33154108.0,True
7KGJ,Structures of synthetic nanobody-SARS-CoV-2 receptor-binding domain complexes reveal distinct sites of interaction.,J.Biol.Chem.,"['Ahmad, J.', 'Jiang, J.', 'Boyd, L.F.', 'Zeher, A.', 'Huang, R.', 'Xia, D.', 'Natarajan, K.', 'Margulies, D.H.']",10.1016/j.jbc.2021.101202,34537245.0,True
7KN3,Neutralizing Antibodies to SARS-CoV-2 Selected from a Human Antibody Library Constructed Decades Ago.,Adv Sci,"['Qiang, M.', 'Ma, P.', 'Li, Y.', 'Liu, H.', 'Harding, A.', 'Min, C.', 'Wang, F.', 'Liu, L.', 'Yuan, M.', 'Ji, Q.', 'Tao, P.', 'Shi, X.', 'Li, Z.', 'Li, T.', 'Wang, X.', 'Zhang, Y.', 'Wu, N.C.', 'Lee, C.D.', 'Zhu, X.', 'Gilbert-Jaramillo, J.', 'Zhang, C.', 'Saxena, A.', 'Huang, X.', 'Wang, H.', 'James, W.', 'Dwek, R.A.', 'Wilson, I.A.', 'Yang, G.', 'Lerner, R.A.']",10.1002/advs.202102181,34716683.0,True
7LOP,Structural and functional ramifications of antigenic drift in recent SARS-CoV-2 variants.,Science,"['Yuan, M.', 'Huang, D.', 'Lee, C.D.', 'Wu, N.C.', 'Jackson, A.M.', 'Zhu, X.', 'Liu, H.', 'Peng, L.', 'van Gils, M.J.', 'Sanders, R.W.', 'Burton, D.R.', 'Reincke, S.M.', 'Pruss, H.', 'Kreye, J.', 'Nemazee, D.', 'Ward, A.B.', 'Wilson, I.A.']",10.1126/science.abh1139,34016740.0,True
7MF1,Diverse immunoglobulin gene usage and convergent epitope targeting in neutralizing antibody responses to SARS-CoV-2.,Cell Rep,"['Zhou, X.', 'Ma, F.', 'Xie, J.', 'Yuan, M.', 'Li, Y.', 'Shaabani, N.', 'Zhao, F.', 'Huang, D.', 'Wu, N.C.', 'Lee, C.D.', 'Liu, H.', 'Li, J.', 'Chen, Z.', 'Hong, Y.', 'Liu, W.H.', 'Xiao, N.', 'Burton, D.R.', 'Tu, H.', 'Li, H.', 'Chen, X.', 'Teijaro, J.R.', 'Wilson, I.A.', 'Xiao, C.', 'Huang, Z.']",10.1016/j.celrep.2021.109109,33932326.0,True
7MFU,Structures of synthetic nanobody-SARS-CoV-2 receptor-binding domain complexes reveal distinct sites of interaction.,J.Biol.Chem.,"['Ahmad, J.', 'Jiang, J.', 'Boyd, L.F.', 'Zeher, A.', 'Huang, R.', 'Xia, D.', 'Natarajan, K.', 'Margulies, D.H.']",10.1016/j.jbc.2021.101202,34537245.0,True
7MJI,Cryo-electron microscopy structures of the N501Y SARS-CoV-2 spike protein in complex with ACE2 and 2 potent neutralizing antibodies.,Plos Biol.,"['Zhu, X.', 'Mannar, D.', 'Srivastava, S.S.', 'Berezuk, A.M.', 'Demers, J.P.', 'Saville, J.W.', 'Leopold, K.', 'Li, W.', 'Dimitrov, D.S.', 'Tuttle, K.S.', 'Zhou, S.', 'Chittori, S.', 'Subramaniam, S.']",10.1371/journal.pbio.3001237,33914735.0,True
7MJL,Cryo-electron microscopy structures of the N501Y SARS-CoV-2 spike protein in complex with ACE2 and 2 potent neutralizing antibodies.,Plos Biol.,"['Zhu, X.', 'Mannar, D.', 'Srivastava, S.S.', 'Berezuk, A.M.', 'Demers, J.P.', 'Saville, J.W.', 'Leopold, K.', 'Li, W.', 'Dimitrov, D.S.', 'Tuttle, K.S.', 'Zhou, S.', 'Chittori, S.', 'Subramaniam, S.']",10.1371/journal.pbio.3001237,33914735.0,True
7MZH,Landscape of human antibody recognition of the SARS-CoV-2 receptor binding domain.,Cell Rep,"['Wheatley, A.K.', 'Pymm, P.', 'Esterbauer, R.', 'Dietrich, M.H.', 'Lee, W.S.', 'Drew, D.', 'Kelly, H.G.', 'Chan, L.J.', 'Mordant, F.L.', 'Black, K.A.', 'Adair, A.', 'Tan, H.X.', 'Juno, J.A.', 'Wragg, K.M.', 'Amarasena, T.', 'Lopez, E.', 'Selva, K.J.', 'Haycroft, E.R.', 'Cooney, J.P.', 'Venugopal, H.', 'Tan, L.L.', 'O Neill, M.T.', 'Allison, C.C.', 'Cromer, D.', 'Davenport, M.P.', 'Bowen, R.A.', 'Chung, A.W.', 'Pellegrini, M.', 'Liddament, M.T.', 'Glukhova, A.', 'Subbarao, K.', 'Kent, S.J.', 'Tham, W.H.']",10.1016/j.celrep.2021.109822,34610292.0,True
7MZJ,Landscape of human antibody recognition of the SARS-CoV-2 receptor binding domain.,Cell Rep,"['Wheatley, A.K.', 'Pymm, P.', 'Esterbauer, R.', 'Dietrich, M.H.', 'Lee, W.S.', 'Drew, D.', 'Kelly, H.G.', 'Chan, L.J.', 'Mordant, F.L.', 'Black, K.A.', 'Adair, A.', 'Tan, H.X.', 'Juno, J.A.', 'Wragg, K.M.', 'Amarasena, T.', 'Lopez, E.', 'Selva, K.J.', 'Haycroft, E.R.', 'Cooney, J.P.', 'Venugopal, H.', 'Tan, L.L.', 'O Neill, M.T.', 'Allison, C.C.', 'Cromer, D.', 'Davenport, M.P.', 'Bowen, R.A.', 'Chung, A.W.', 'Pellegrini, M.', 'Liddament, M.T.', 'Glukhova, A.', 'Subbarao, K.', 'Kent, S.J.', 'Tham, W.H.']",10.1016/j.celrep.2021.109822,34610292.0,True
7MZM,Landscape of human antibody recognition of the SARS-CoV-2 receptor binding domain.,Cell Rep,"['Wheatley, A.K.', 'Pymm, P.', 'Esterbauer, R.', 'Dietrich, M.H.', 'Lee, W.S.', 'Drew, D.', 'Kelly, H.G.', 'Chan, L.J.', 'Mordant, F.L.', 'Black, K.A.', 'Adair, A.', 'Tan, H.X.', 'Juno, J.A.', 'Wragg, K.M.', 'Amarasena, T.', 'Lopez, E.', 'Selva, K.J.', 'Haycroft, E.R.', 'Cooney, J.P.', 'Venugopal, H.', 'Tan, L.L.', 'O Neill, M.T.', 'Allison, C.C.', 'Cromer, D.', 'Davenport, M.P.', 'Bowen, R.A.', 'Chung, A.W.', 'Pellegrini, M.', 'Liddament, M.T.', 'Glukhova, A.', 'Subbarao, K.', 'Kent, S.J.', 'Tham, W.H.']",10.1016/j.celrep.2021.109822,34610292.0,True
7N3I,"Affinity maturation of SARS-CoV-2 neutralizing antibodies confers potency, breadth, and resilience to viral escape mutations.",Immunity,"['Muecksch, F.', 'Weisblum, Y.', 'Barnes, C.O.', 'Schmidt, F.', 'Schaefer-Babajew, D.', 'Wang, Z.', 'C Lorenzi, J.C.', 'Flyak, A.I.', 'DeLaitsch, A.T.', 'Huey-Tubman, K.E.', 'Hou, S.', 'Schiffer, C.A.', 'Gaebler, C.', 'Da Silva, J.', 'Poston, D.', 'Finkin, S.', 'Cho, A.', 'Cipolla, M.', 'Oliveira, T.Y.', 'Millard, K.G.', 'Ramos, V.', 'Gazumyan, A.', 'Rutkowska, M.', 'Caskey, M.', 'Nussenzweig, M.C.', 'Bjorkman, P.J.', 'Hatziioannou, T.', 'Bieniasz, P.D.']",10.1016/j.immuni.2021.07.008,34331873.0,True
7NEG,Reduced neutralization of SARS-CoV-2 B.1.1.7 variant by convalescent and vaccine sera.,Cell,"['Supasa, P.', 'Zhou, D.', 'Dejnirattisai, W.', 'Liu, C.', 'Mentzer, A.J.', 'Ginn, H.M.', 'Zhao, Y.', 'Duyvesteyn, H.M.E.', 'Nutalai, R.', 'Tuekprakhon, A.', 'Wang, B.', 'Paesen, G.C.', 'Slon-Campos, J.', 'Lopez-Camacho, C.', 'Hallis, B.', 'Coombes, N.', 'Bewley, K.R.', 'Charlton, S.', 'Walter, T.S.', 'Barnes, E.', 'Dunachie, S.J.', 'Skelly, D.', 'Lumley, S.F.', 'Baker, N.', 'Shaik, I.', 'Humphries, H.E.', 'Godwin, K.', 'Gent, N.', 'Sienkiewicz, A.', 'Dold, C.', 'Levin, R.', 'Dong, T.', 'Pollard, A.J.', 'Knight, J.C.', 'Klenerman, P.', 'Crook, D.', 'Lambe, T.', 'Clutterbuck, E.', 'Bibi, S.', 'Flaxman, A.', 'Bittaye, M.', 'Belij-Rammerstorfer, S.', 'Gilbert, S.', 'Hall, D.R.', 'Williams, M.A.', 'Paterson, N.G.', 'James, W.', 'Carroll, M.W.', 'Fry, E.E.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.cell.2021.02.033,33743891.0,True
7NX6,Antibody evasion by the P.1 strain of SARS-CoV-2.,Cell,"['Dejnirattisai, W.', 'Zhou, D.', 'Supasa, P.', 'Liu, C.', 'Mentzer, A.J.', 'Ginn, H.M.', 'Zhao, Y.', 'Duyvesteyn, H.M.E.', 'Tuekprakhon, A.', 'Nutalai, R.', 'Wang, B.', 'Lopez-Camacho, C.', 'Slon-Campos, J.', 'Walter, T.S.', 'Skelly, D.', 'Costa Clemens, S.A.', 'Naveca, F.G.', 'Nascimento, V.', 'Nascimento, F.', 'Fernandes da Costa, C.', 'Resende, P.C.', 'Pauvolid-Correa, A.', 'Siqueira, M.M.', 'Dold, C.', 'Levin, R.', 'Dong, T.', 'Pollard, A.J.', 'Knight, J.C.', 'Crook, D.', 'Lambe, T.', 'Clutterbuck, E.', 'Bibi, S.', 'Flaxman, A.', 'Bittaye, M.', 'Belij-Rammerstorfer, S.', 'Gilbert, S.C.', 'Carroll, M.W.', 'Klenerman, P.', 'Barnes, E.', 'Dunachie, S.J.', 'Paterson, N.G.', 'Williams, M.A.', 'Hall, D.R.', 'Hulswit, R.J.G.', 'Bowden, T.A.', 'Fry, E.E.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.cell.2021.03.055,33852911.0,True
7NX9,Antibody evasion by the P.1 strain of SARS-CoV-2.,Cell,"['Dejnirattisai, W.', 'Zhou, D.', 'Supasa, P.', 'Liu, C.', 'Mentzer, A.J.', 'Ginn, H.M.', 'Zhao, Y.', 'Duyvesteyn, H.M.E.', 'Tuekprakhon, A.', 'Nutalai, R.', 'Wang, B.', 'Lopez-Camacho, C.', 'Slon-Campos, J.', 'Walter, T.S.', 'Skelly, D.', 'Costa Clemens, S.A.', 'Naveca, F.G.', 'Nascimento, V.', 'Nascimento, F.', 'Fernandes da Costa, C.', 'Resende, P.C.', 'Pauvolid-Correa, A.', 'Siqueira, M.M.', 'Dold, C.', 'Levin, R.', 'Dong, T.', 'Pollard, A.J.', 'Knight, J.C.', 'Crook, D.', 'Lambe, T.', 'Clutterbuck, E.', 'Bibi, S.', 'Flaxman, A.', 'Bittaye, M.', 'Belij-Rammerstorfer, S.', 'Gilbert, S.C.', 'Carroll, M.W.', 'Klenerman, P.', 'Barnes, E.', 'Dunachie, S.J.', 'Paterson, N.G.', 'Williams, M.A.', 'Hall, D.R.', 'Hulswit, R.J.G.', 'Bowden, T.A.', 'Fry, E.E.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.cell.2021.03.055,33852911.0,True
7NXA,Antibody evasion by the P.1 strain of SARS-CoV-2.,Cell,"['Dejnirattisai, W.', 'Zhou, D.', 'Supasa, P.', 'Liu, C.', 'Mentzer, A.J.', 'Ginn, H.M.', 'Zhao, Y.', 'Duyvesteyn, H.M.E.', 'Tuekprakhon, A.', 'Nutalai, R.', 'Wang, B.', 'Lopez-Camacho, C.', 'Slon-Campos, J.', 'Walter, T.S.', 'Skelly, D.', 'Costa Clemens, S.A.', 'Naveca, F.G.', 'Nascimento, V.', 'Nascimento, F.', 'Fernandes da Costa, C.', 'Resende, P.C.', 'Pauvolid-Correa, A.', 'Siqueira, M.M.', 'Dold, C.', 'Levin, R.', 'Dong, T.', 'Pollard, A.J.', 'Knight, J.C.', 'Crook, D.', 'Lambe, T.', 'Clutterbuck, E.', 'Bibi, S.', 'Flaxman, A.', 'Bittaye, M.', 'Belij-Rammerstorfer, S.', 'Gilbert, S.C.', 'Carroll, M.W.', 'Klenerman, P.', 'Barnes, E.', 'Dunachie, S.J.', 'Paterson, N.G.', 'Williams, M.A.', 'Hall, D.R.', 'Hulswit, R.J.G.', 'Bowden, T.A.', 'Fry, E.E.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.cell.2021.03.055,33852911.0,True
7PRY,The antibody response to SARS-CoV-2 Beta underscores the antigenic distance to other variants.,Cell Host Microbe,"['Liu, C.', 'Zhou, D.', 'Nutalai, R.', 'Duyvesteyn, H.M.E.', 'Tuekprakhon, A.', 'Ginn, H.M.', 'Dejnirattisai, W.', 'Supasa, P.', 'Mentzer, A.J.', 'Wang, B.', 'Case, J.B.', 'Zhao, Y.', 'Skelly, D.T.', 'Chen, R.E.', 'Johnson, S.A.', 'Ritter, T.G.', 'Mason, C.', 'Malik, T.', 'Temperton, N.', 'Paterson, N.G.', 'Williams, M.A.', 'Hall, D.R.', 'Clare, D.K.', 'Howe, A.', 'Goulder, P.J.R.', 'Fry, E.E.', 'Diamond, M.S.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.chom.2021.11.013,34921776.0,False
7PRZ,The antibody response to SARS-CoV-2 Beta underscores the antigenic distance to other variants.,Cell Host Microbe,"['Liu, C.', 'Zhou, D.', 'Nutalai, R.', 'Duyvesteyn, H.M.E.', 'Tuekprakhon, A.', 'Ginn, H.M.', 'Dejnirattisai, W.', 'Supasa, P.', 'Mentzer, A.J.', 'Wang, B.', 'Case, J.B.', 'Zhao, Y.', 'Skelly, D.T.', 'Chen, R.E.', 'Johnson, S.A.', 'Ritter, T.G.', 'Mason, C.', 'Malik, T.', 'Temperton, N.', 'Paterson, N.G.', 'Williams, M.A.', 'Hall, D.R.', 'Clare, D.K.', 'Howe, A.', 'Goulder, P.J.R.', 'Fry, E.E.', 'Diamond, M.S.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.chom.2021.11.013,34921776.0,False
7PS0,The antibody response to SARS-CoV-2 Beta underscores the antigenic distance to other variants.,Cell Host Microbe,"['Liu, C.', 'Zhou, D.', 'Nutalai, R.', 'Duyvesteyn, H.M.E.', 'Tuekprakhon, A.', 'Ginn, H.M.', 'Dejnirattisai, W.', 'Supasa, P.', 'Mentzer, A.J.', 'Wang, B.', 'Case, J.B.', 'Zhao, Y.', 'Skelly, D.T.', 'Chen, R.E.', 'Johnson, S.A.', 'Ritter, T.G.', 'Mason, C.', 'Malik, T.', 'Temperton, N.', 'Paterson, N.G.', 'Williams, M.A.', 'Hall, D.R.', 'Clare, D.K.', 'Howe, A.', 'Goulder, P.J.R.', 'Fry, E.E.', 'Diamond, M.S.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.chom.2021.11.013,34921776.0,False
7PS1,The antibody response to SARS-CoV-2 Beta underscores the antigenic distance to other variants.,Cell Host Microbe,"['Liu, C.', 'Zhou, D.', 'Nutalai, R.', 'Duyvesteyn, H.M.E.', 'Tuekprakhon, A.', 'Ginn, H.M.', 'Dejnirattisai, W.', 'Supasa, P.', 'Mentzer, A.J.', 'Wang, B.', 'Case, J.B.', 'Zhao, Y.', 'Skelly, D.T.', 'Chen, R.E.', 'Johnson, S.A.', 'Ritter, T.G.', 'Mason, C.', 'Malik, T.', 'Temperton, N.', 'Paterson, N.G.', 'Williams, M.A.', 'Hall, D.R.', 'Clare, D.K.', 'Howe, A.', 'Goulder, P.J.R.', 'Fry, E.E.', 'Diamond, M.S.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.chom.2021.11.013,34921776.0,False
7PS2,The antibody response to SARS-CoV-2 Beta underscores the antigenic distance to other variants.,Cell Host Microbe,"['Liu, C.', 'Zhou, D.', 'Nutalai, R.', 'Duyvesteyn, H.M.E.', 'Tuekprakhon, A.', 'Ginn, H.M.', 'Dejnirattisai, W.', 'Supasa, P.', 'Mentzer, A.J.', 'Wang, B.', 'Case, J.B.', 'Zhao, Y.', 'Skelly, D.T.', 'Chen, R.E.', 'Johnson, S.A.', 'Ritter, T.G.', 'Mason, C.', 'Malik, T.', 'Temperton, N.', 'Paterson, N.G.', 'Williams, M.A.', 'Hall, D.R.', 'Clare, D.K.', 'Howe, A.', 'Goulder, P.J.R.', 'Fry, E.E.', 'Diamond, M.S.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.chom.2021.11.013,34921776.0,False
7PS4,The antibody response to SARS-CoV-2 Beta underscores the antigenic distance to other variants.,Cell Host Microbe,"['Liu, C.', 'Zhou, D.', 'Nutalai, R.', 'Duyvesteyn, H.M.E.', 'Tuekprakhon, A.', 'Ginn, H.M.', 'Dejnirattisai, W.', 'Supasa, P.', 'Mentzer, A.J.', 'Wang, B.', 'Case, J.B.', 'Zhao, Y.', 'Skelly, D.T.', 'Chen, R.E.', 'Johnson, S.A.', 'Ritter, T.G.', 'Mason, C.', 'Malik, T.', 'Temperton, N.', 'Paterson, N.G.', 'Williams, M.A.', 'Hall, D.R.', 'Clare, D.K.', 'Howe, A.', 'Goulder, P.J.R.', 'Fry, E.E.', 'Diamond, M.S.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.chom.2021.11.013,34921776.0,False
7PS5,The antibody response to SARS-CoV-2 Beta underscores the antigenic distance to other variants.,Cell Host Microbe,"['Liu, C.', 'Zhou, D.', 'Nutalai, R.', 'Duyvesteyn, H.M.E.', 'Tuekprakhon, A.', 'Ginn, H.M.', 'Dejnirattisai, W.', 'Supasa, P.', 'Mentzer, A.J.', 'Wang, B.', 'Case, J.B.', 'Zhao, Y.', 'Skelly, D.T.', 'Chen, R.E.', 'Johnson, S.A.', 'Ritter, T.G.', 'Mason, C.', 'Malik, T.', 'Temperton, N.', 'Paterson, N.G.', 'Williams, M.A.', 'Hall, D.R.', 'Clare, D.K.', 'Howe, A.', 'Goulder, P.J.R.', 'Fry, E.E.', 'Diamond, M.S.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.chom.2021.11.013,34921776.0,False
7PS6,The antibody response to SARS-CoV-2 Beta underscores the antigenic distance to other variants.,Cell Host Microbe,"['Liu, C.', 'Zhou, D.', 'Nutalai, R.', 'Duyvesteyn, H.M.E.', 'Tuekprakhon, A.', 'Ginn, H.M.', 'Dejnirattisai, W.', 'Supasa, P.', 'Mentzer, A.J.', 'Wang, B.', 'Case, J.B.', 'Zhao, Y.', 'Skelly, D.T.', 'Chen, R.E.', 'Johnson, S.A.', 'Ritter, T.G.', 'Mason, C.', 'Malik, T.', 'Temperton, N.', 'Paterson, N.G.', 'Williams, M.A.', 'Hall, D.R.', 'Clare, D.K.', 'Howe, A.', 'Goulder, P.J.R.', 'Fry, E.E.', 'Diamond, M.S.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.chom.2021.11.013,34921776.0,False
